name,sku,basePrice,compareAtPrice,stockOnHand,categoryName,brandName,shortDescription,description,imageUrl
Canvas Espadrilles Olive,GRS-0132,39,,85,Footwear,Bosphorus Trading Co.,Canvas Espadrilles in olive,Handcrafted canvas espadrilles finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/7602878/pexels-photo-7602878.jpeg|https://images.pexels.com/photos/8494874/pexels-photo-8494874.jpeg|https://images.pexels.com/photos/7406138/pexels-photo-7406138.jpeg|https://images.pexels.com/photos/35702986/pexels-photo-35702986.jpeg
Canvas Espadrilles Cream,GRS-0133,39,53,69,Footwear,Bosphorus Trading Co.,Canvas Espadrilles in cream,Handcrafted canvas espadrilles finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/7602878/pexels-photo-7602878.jpeg|https://images.pexels.com/photos/8494874/pexels-photo-8494874.jpeg|https://images.pexels.com/photos/7406138/pexels-photo-7406138.jpeg|https://images.pexels.com/photos/35702986/pexels-photo-35702986.jpeg
Canvas Espadrilles Mustard,GRS-0134,39,,32,Footwear,Bosphorus Trading Co.,Canvas Espadrilles in mustard,Handcrafted canvas espadrilles finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/7602878/pexels-photo-7602878.jpeg|https://images.pexels.com/photos/8494874/pexels-photo-8494874.jpeg|https://images.pexels.com/photos/7406138/pexels-photo-7406138.jpeg|https://images.pexels.com/photos/35702986/pexels-photo-35702986.jpeg
Canvas Espadrilles Charcoal,GRS-0135,39,,71,Footwear,Bosphorus Trading Co.,Canvas Espadrilles in charcoal,Handcrafted canvas espadrilles finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/7602878/pexels-photo-7602878.jpeg|https://images.pexels.com/photos/8494874/pexels-photo-8494874.jpeg|https://images.pexels.com/photos/7406138/pexels-photo-7406138.jpeg|https://images.pexels.com/photos/35702986/pexels-photo-35702986.jpeg
Canvas Espadrilles Tan,GRS-0136,39,53,70,Footwear,Bosphorus Trading Co.,Canvas Espadrilles in tan,Handcrafted canvas espadrilles finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/7602878/pexels-photo-7602878.jpeg|https://images.pexels.com/photos/8494874/pexels-photo-8494874.jpeg|https://images.pexels.com/photos/7406138/pexels-photo-7406138.jpeg|https://images.pexels.com/photos/35702986/pexels-photo-35702986.jpeg
Silk Crossbody Bag Burgundy,GRS-0137,67,,86,Bags & leather goods,Cappadocia Crafts,Silk Crossbody Bag in burgundy,Handcrafted silk crossbody bag finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/27204287/pexels-photo-27204287.jpeg|https://images.pexels.com/photos/27204288/pexels-photo-27204288.jpeg|https://images.pexels.com/photos/22432981/pexels-photo-22432981.jpeg|https://images.pexels.com/photos/26965805/pexels-photo-26965805.jpeg
Silk Crossbody Bag Navy,GRS-0138,67,90,52,Bags & leather goods,Cappadocia Crafts,Silk Crossbody Bag in navy,Handcrafted silk crossbody bag finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/27204287/pexels-photo-27204287.jpeg|https://images.pexels.com/photos/27204288/pexels-photo-27204288.jpeg|https://images.pexels.com/photos/22432981/pexels-photo-22432981.jpeg|https://images.pexels.com/photos/26965805/pexels-photo-26965805.jpeg
Silk Crossbody Bag Black,GRS-0139,67,,82,Bags & leather goods,Cappadocia Crafts,Silk Crossbody Bag in black,Handcrafted silk crossbody bag finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/27204287/pexels-photo-27204287.jpeg|https://images.pexels.com/photos/27204288/pexels-photo-27204288.jpeg|https://images.pexels.com/photos/22432981/pexels-photo-22432981.jpeg|https://images.pexels.com/photos/26965805/pexels-photo-26965805.jpeg
Silk Crossbody Bag Olive,GRS-0140,67,,45,Bags & leather goods,Cappadocia Crafts,Silk Crossbody Bag in olive,Handcrafted silk crossbody bag finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/27204287/pexels-photo-27204287.jpeg|https://images.pexels.com/photos/27204288/pexels-photo-27204288.jpeg|https://images.pexels.com/photos/22432981/pexels-photo-22432981.jpeg|https://images.pexels.com/photos/26965805/pexels-photo-26965805.jpeg
Silk Crossbody Bag Cream,GRS-0141,67,90,74,Bags & leather goods,Cappadocia Crafts,Silk Crossbody Bag in cream,Handcrafted silk crossbody bag finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/27204287/pexels-photo-27204287.jpeg|https://images.pexels.com/photos/27204288/pexels-photo-27204288.jpeg|https://images.pexels.com/photos/22432981/pexels-photo-22432981.jpeg|https://images.pexels.com/photos/26965805/pexels-photo-26965805.jpeg
Silk Crossbody Bag Mustard,GRS-0142,67,,14,Bags & leather goods,Cappadocia Crafts,Silk Crossbody Bag in mustard,Handcrafted silk crossbody bag finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/27204287/pexels-photo-27204287.jpeg|https://images.pexels.com/photos/27204288/pexels-photo-27204288.jpeg|https://images.pexels.com/photos/22432981/pexels-photo-22432981.jpeg|https://images.pexels.com/photos/26965805/pexels-photo-26965805.jpeg
Silk Crossbody Bag Charcoal,GRS-0143,67,,59,Bags & leather goods,Cappadocia Crafts,Silk Crossbody Bag in charcoal,Handcrafted silk crossbody bag finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/27204287/pexels-photo-27204287.jpeg|https://images.pexels.com/photos/27204288/pexels-photo-27204288.jpeg|https://images.pexels.com/photos/22432981/pexels-photo-22432981.jpeg|https://images.pexels.com/photos/26965805/pexels-photo-26965805.jpeg
Silk Crossbody Bag Tan,GRS-0144,67,90,80,Bags & leather goods,Cappadocia Crafts,Silk Crossbody Bag in tan,Handcrafted silk crossbody bag finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/27204287/pexels-photo-27204287.jpeg|https://images.pexels.com/photos/27204288/pexels-photo-27204288.jpeg|https://images.pexels.com/photos/22432981/pexels-photo-22432981.jpeg|https://images.pexels.com/photos/26965805/pexels-photo-26965805.jpeg
Canvas Tote Bag Burgundy,GRS-0145,58,,50,Bags & leather goods,Izmir Leather Works,Canvas Tote Bag in burgundy,Handcrafted canvas tote bag finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/17836626/pexels-photo-17836626.jpeg|https://images.pexels.com/photos/34393372/pexels-photo-34393372.jpeg|https://images.pexels.com/photos/19091736/pexels-photo-19091736.jpeg|https://images.pexels.com/photos/1214212/pexels-photo-1214212.jpeg
Canvas Tote Bag Navy,GRS-0146,58,78,72,Bags & leather goods,Izmir Leather Works,Canvas Tote Bag in navy,Handcrafted canvas tote bag finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/17836626/pexels-photo-17836626.jpeg|https://images.pexels.com/photos/34393372/pexels-photo-34393372.jpeg|https://images.pexels.com/photos/19091736/pexels-photo-19091736.jpeg|https://images.pexels.com/photos/1214212/pexels-photo-1214212.jpeg
Canvas Tote Bag Black,GRS-0147,58,,49,Bags & leather goods,Izmir Leather Works,Canvas Tote Bag in black,Handcrafted canvas tote bag finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/17836626/pexels-photo-17836626.jpeg|https://images.pexels.com/photos/34393372/pexels-photo-34393372.jpeg|https://images.pexels.com/photos/19091736/pexels-photo-19091736.jpeg|https://images.pexels.com/photos/1214212/pexels-photo-1214212.jpeg
Canvas Tote Bag Olive,GRS-0148,58,,69,Bags & leather goods,Izmir Leather Works,Canvas Tote Bag in olive,Handcrafted canvas tote bag finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/17836626/pexels-photo-17836626.jpeg|https://images.pexels.com/photos/34393372/pexels-photo-34393372.jpeg|https://images.pexels.com/photos/19091736/pexels-photo-19091736.jpeg|https://images.pexels.com/photos/1214212/pexels-photo-1214212.jpeg
Canvas Tote Bag Cream,GRS-0149,58,78,56,Bags & leather goods,Izmir Leather Works,Canvas Tote Bag in cream,Handcrafted canvas tote bag finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/17836626/pexels-photo-17836626.jpeg|https://images.pexels.com/photos/34393372/pexels-photo-34393372.jpeg|https://images.pexels.com/photos/19091736/pexels-photo-19091736.jpeg|https://images.pexels.com/photos/1214212/pexels-photo-1214212.jpeg
Canvas Tote Bag Mustard,GRS-0150,58,,31,Bags & leather goods,Izmir Leather Works,Canvas Tote Bag in mustard,Handcrafted canvas tote bag finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/17836626/pexels-photo-17836626.jpeg|https://images.pexels.com/photos/34393372/pexels-photo-34393372.jpeg|https://images.pexels.com/photos/19091736/pexels-photo-19091736.jpeg|https://images.pexels.com/photos/1214212/pexels-photo-1214212.jpeg
Canvas Tote Bag Charcoal,GRS-0151,58,,54,Bags & leather goods,Izmir Leather Works,Canvas Tote Bag in charcoal,Handcrafted canvas tote bag finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/17836626/pexels-photo-17836626.jpeg|https://images.pexels.com/photos/34393372/pexels-photo-34393372.jpeg|https://images.pexels.com/photos/19091736/pexels-photo-19091736.jpeg|https://images.pexels.com/photos/1214212/pexels-photo-1214212.jpeg
Canvas Tote Bag Tan,GRS-0152,58,78,28,Bags & leather goods,Izmir Leather Works,Canvas Tote Bag in tan,Handcrafted canvas tote bag finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/17836626/pexels-photo-17836626.jpeg|https://images.pexels.com/photos/34393372/pexels-photo-34393372.jpeg|https://images.pexels.com/photos/19091736/pexels-photo-19091736.jpeg|https://images.pexels.com/photos/1214212/pexels-photo-1214212.jpeg
Leather Backpack Burgundy,GRS-0153,89,,10,Bags & leather goods,Konya Woolworks,Leather Backpack in burgundy,Handcrafted leather backpack finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/4712174/pexels-photo-4712174.jpeg|https://images.pexels.com/photos/9088788/pexels-photo-9088788.jpeg|https://images.pexels.com/photos/12032822/pexels-photo-12032822.jpeg
Leather Backpack Navy,GRS-0154,89,120,81,Bags & leather goods,Konya Woolworks,Leather Backpack in navy,Handcrafted leather backpack finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/4712174/pexels-photo-4712174.jpeg|https://images.pexels.com/photos/9088788/pexels-photo-9088788.jpeg|https://images.pexels.com/photos/12032822/pexels-photo-12032822.jpeg
Leather Backpack Black,GRS-0155,89,,89,Bags & leather goods,Konya Woolworks,Leather Backpack in black,Handcrafted leather backpack finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/4712174/pexels-photo-4712174.jpeg|https://images.pexels.com/photos/9088788/pexels-photo-9088788.jpeg|https://images.pexels.com/photos/12032822/pexels-photo-12032822.jpeg
Leather Backpack Olive,GRS-0156,89,,23,Bags & leather goods,Konya Woolworks,Leather Backpack in olive,Handcrafted leather backpack finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/4712174/pexels-photo-4712174.jpeg|https://images.pexels.com/photos/9088788/pexels-photo-9088788.jpeg|https://images.pexels.com/photos/12032822/pexels-photo-12032822.jpeg
Leather Backpack Cream,GRS-0157,89,120,56,Bags & leather goods,Konya Woolworks,Leather Backpack in cream,Handcrafted leather backpack finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/4712174/pexels-photo-4712174.jpeg|https://images.pexels.com/photos/9088788/pexels-photo-9088788.jpeg|https://images.pexels.com/photos/12032822/pexels-photo-12032822.jpeg
Leather Backpack Mustard,GRS-0158,89,,31,Bags & leather goods,Konya Woolworks,Leather Backpack in mustard,Handcrafted leather backpack finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/4712174/pexels-photo-4712174.jpeg|https://images.pexels.com/photos/9088788/pexels-photo-9088788.jpeg|https://images.pexels.com/photos/12032822/pexels-photo-12032822.jpeg
Leather Backpack Charcoal,GRS-0159,89,,27,Bags & leather goods,Konya Woolworks,Leather Backpack in charcoal,Handcrafted leather backpack finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/4712174/pexels-photo-4712174.jpeg|https://images.pexels.com/photos/9088788/pexels-photo-9088788.jpeg|https://images.pexels.com/photos/12032822/pexels-photo-12032822.jpeg
Leather Backpack Tan,GRS-0160,89,120,32,Bags & leather goods,Konya Woolworks,Leather Backpack in tan,Handcrafted leather backpack finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/4712174/pexels-photo-4712174.jpeg|https://images.pexels.com/photos/9088788/pexels-photo-9088788.jpeg|https://images.pexels.com/photos/12032822/pexels-photo-12032822.jpeg
Leather Wallet Burgundy,GRS-0161,42,,92,Bags & leather goods,Ephesus Design House,Leather Wallet in burgundy,Handcrafted leather wallet finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/7952556/pexels-photo-7952556.jpeg|https://images.pexels.com/photos/33428339/pexels-photo-33428339.jpeg|https://images.pexels.com/photos/4452399/pexels-photo-4452399.jpeg|https://images.pexels.com/photos/6651193/pexels-photo-6651193.jpeg
Leather Wallet Navy,GRS-0162,42,57,54,Bags & leather goods,Ephesus Design House,Leather Wallet in navy,Handcrafted leather wallet finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/7952556/pexels-photo-7952556.jpeg|https://images.pexels.com/photos/33428339/pexels-photo-33428339.jpeg|https://images.pexels.com/photos/4452399/pexels-photo-4452399.jpeg|https://images.pexels.com/photos/6651193/pexels-photo-6651193.jpeg
Leather Wallet Black,GRS-0163,42,,90,Bags & leather goods,Ephesus Design House,Leather Wallet in black,Handcrafted leather wallet finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/7952556/pexels-photo-7952556.jpeg|https://images.pexels.com/photos/33428339/pexels-photo-33428339.jpeg|https://images.pexels.com/photos/4452399/pexels-photo-4452399.jpeg|https://images.pexels.com/photos/6651193/pexels-photo-6651193.jpeg
Leather Wallet Olive,GRS-0164,42,,39,Bags & leather goods,Ephesus Design House,Leather Wallet in olive,Handcrafted leather wallet finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/7952556/pexels-photo-7952556.jpeg|https://images.pexels.com/photos/33428339/pexels-photo-33428339.jpeg|https://images.pexels.com/photos/4452399/pexels-photo-4452399.jpeg|https://images.pexels.com/photos/6651193/pexels-photo-6651193.jpeg
Leather Wallet Cream,GRS-0165,42,57,97,Bags & leather goods,Ephesus Design House,Leather Wallet in cream,Handcrafted leather wallet finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/7952556/pexels-photo-7952556.jpeg|https://images.pexels.com/photos/33428339/pexels-photo-33428339.jpeg|https://images.pexels.com/photos/4452399/pexels-photo-4452399.jpeg|https://images.pexels.com/photos/6651193/pexels-photo-6651193.jpeg
Leather Wallet Mustard,GRS-0166,42,,92,Bags & leather goods,Ephesus Design House,Leather Wallet in mustard,Handcrafted leather wallet finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/7952556/pexels-photo-7952556.jpeg|https://images.pexels.com/photos/33428339/pexels-photo-33428339.jpeg|https://images.pexels.com/photos/4452399/pexels-photo-4452399.jpeg|https://images.pexels.com/photos/6651193/pexels-photo-6651193.jpeg
Leather Wallet Charcoal,GRS-0167,42,,54,Bags & leather goods,Ephesus Design House,Leather Wallet in charcoal,Handcrafted leather wallet finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/7952556/pexels-photo-7952556.jpeg|https://images.pexels.com/photos/33428339/pexels-photo-33428339.jpeg|https://images.pexels.com/photos/4452399/pexels-photo-4452399.jpeg|https://images.pexels.com/photos/6651193/pexels-photo-6651193.jpeg
Leather Wallet Tan,GRS-0168,42,57,34,Bags & leather goods,Ephesus Design House,Leather Wallet in tan,Handcrafted leather wallet finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/7952556/pexels-photo-7952556.jpeg|https://images.pexels.com/photos/33428339/pexels-photo-33428339.jpeg|https://images.pexels.com/photos/4452399/pexels-photo-4452399.jpeg|https://images.pexels.com/photos/6651193/pexels-photo-6651193.jpeg
Suede Clutch Bag Burgundy,GRS-0169,55,,10,Bags & leather goods,Marmara Mills,Suede Clutch Bag in burgundy,Handcrafted suede clutch bag finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/28028348/pexels-photo-28028348.jpeg|https://images.pexels.com/photos/30975790/pexels-photo-30975790.jpeg|https://images.pexels.com/photos/13596376/pexels-photo-13596376.jpeg|https://images.pexels.com/photos/20591024/pexels-photo-20591024.jpeg
Suede Clutch Bag Navy,GRS-0170,55,74,54,Bags & leather goods,Marmara Mills,Suede Clutch Bag in navy,Handcrafted suede clutch bag finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/28028348/pexels-photo-28028348.jpeg|https://images.pexels.com/photos/30975790/pexels-photo-30975790.jpeg|https://images.pexels.com/photos/13596376/pexels-photo-13596376.jpeg|https://images.pexels.com/photos/20591024/pexels-photo-20591024.jpeg
Suede Clutch Bag Black,GRS-0171,55,,91,Bags & leather goods,Marmara Mills,Suede Clutch Bag in black,Handcrafted suede clutch bag finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/28028348/pexels-photo-28028348.jpeg|https://images.pexels.com/photos/30975790/pexels-photo-30975790.jpeg|https://images.pexels.com/photos/13596376/pexels-photo-13596376.jpeg|https://images.pexels.com/photos/20591024/pexels-photo-20591024.jpeg
Suede Clutch Bag Olive,GRS-0172,55,,63,Bags & leather goods,Marmara Mills,Suede Clutch Bag in olive,Handcrafted suede clutch bag finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/28028348/pexels-photo-28028348.jpeg|https://images.pexels.com/photos/30975790/pexels-photo-30975790.jpeg|https://images.pexels.com/photos/13596376/pexels-photo-13596376.jpeg|https://images.pexels.com/photos/20591024/pexels-photo-20591024.jpeg
Suede Clutch Bag Cream,GRS-0173,55,74,90,Bags & leather goods,Marmara Mills,Suede Clutch Bag in cream,Handcrafted suede clutch bag finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/28028348/pexels-photo-28028348.jpeg|https://images.pexels.com/photos/30975790/pexels-photo-30975790.jpeg|https://images.pexels.com/photos/13596376/pexels-photo-13596376.jpeg|https://images.pexels.com/photos/20591024/pexels-photo-20591024.jpeg
Suede Clutch Bag Mustard,GRS-0174,55,,44,Bags & leather goods,Marmara Mills,Suede Clutch Bag in mustard,Handcrafted suede clutch bag finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/28028348/pexels-photo-28028348.jpeg|https://images.pexels.com/photos/30975790/pexels-photo-30975790.jpeg|https://images.pexels.com/photos/13596376/pexels-photo-13596376.jpeg|https://images.pexels.com/photos/20591024/pexels-photo-20591024.jpeg
Suede Clutch Bag Charcoal,GRS-0175,55,,68,Bags & leather goods,Marmara Mills,Suede Clutch Bag in charcoal,Handcrafted suede clutch bag finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/28028348/pexels-photo-28028348.jpeg|https://images.pexels.com/photos/30975790/pexels-photo-30975790.jpeg|https://images.pexels.com/photos/13596376/pexels-photo-13596376.jpeg|https://images.pexels.com/photos/20591024/pexels-photo-20591024.jpeg
Suede Clutch Bag Tan,GRS-0176,55,74,57,Bags & leather goods,Marmara Mills,Suede Clutch Bag in tan,Handcrafted suede clutch bag finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/28028348/pexels-photo-28028348.jpeg|https://images.pexels.com/photos/30975790/pexels-photo-30975790.jpeg|https://images.pexels.com/photos/13596376/pexels-photo-13596376.jpeg|https://images.pexels.com/photos/20591024/pexels-photo-20591024.jpeg
Suede Shirt Burgundy,GRS-0177,80,,90,Apparel & clothing,Kilim & Co.,Suede Shirt in burgundy,Handcrafted suede shirt finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/9594952/pexels-photo-9594952.jpeg|https://images.pexels.com/photos/35150391/pexels-photo-35150391.jpeg|https://images.pexels.com/photos/22441292/pexels-photo-22441292.jpeg|https://images.pexels.com/photos/9594940/pexels-photo-9594940.jpeg
Suede Shirt Navy,GRS-0178,80,108,77,Apparel & clothing,Kilim & Co.,Suede Shirt in navy,Handcrafted suede shirt finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/9594952/pexels-photo-9594952.jpeg|https://images.pexels.com/photos/35150391/pexels-photo-35150391.jpeg|https://images.pexels.com/photos/22441292/pexels-photo-22441292.jpeg|https://images.pexels.com/photos/9594940/pexels-photo-9594940.jpeg
Suede Shirt Black,GRS-0179,80,,29,Apparel & clothing,Kilim & Co.,Suede Shirt in black,Handcrafted suede shirt finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/9594952/pexels-photo-9594952.jpeg|https://images.pexels.com/photos/35150391/pexels-photo-35150391.jpeg|https://images.pexels.com/photos/22441292/pexels-photo-22441292.jpeg|https://images.pexels.com/photos/9594940/pexels-photo-9594940.jpeg
Suede Shirt Olive,GRS-0180,80,,52,Apparel & clothing,Kilim & Co.,Suede Shirt in olive,Handcrafted suede shirt finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/9594952/pexels-photo-9594952.jpeg|https://images.pexels.com/photos/35150391/pexels-photo-35150391.jpeg|https://images.pexels.com/photos/22441292/pexels-photo-22441292.jpeg|https://images.pexels.com/photos/9594940/pexels-photo-9594940.jpeg
Suede Shirt Cream,GRS-0181,80,108,53,Apparel & clothing,Kilim & Co.,Suede Shirt in cream,Handcrafted suede shirt finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/9594952/pexels-photo-9594952.jpeg|https://images.pexels.com/photos/35150391/pexels-photo-35150391.jpeg|https://images.pexels.com/photos/22441292/pexels-photo-22441292.jpeg|https://images.pexels.com/photos/9594940/pexels-photo-9594940.jpeg
Suede Shirt Mustard,GRS-0182,80,,27,Apparel & clothing,Kilim & Co.,Suede Shirt in mustard,Handcrafted suede shirt finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/9594952/pexels-photo-9594952.jpeg|https://images.pexels.com/photos/35150391/pexels-photo-35150391.jpeg|https://images.pexels.com/photos/22441292/pexels-photo-22441292.jpeg|https://images.pexels.com/photos/9594940/pexels-photo-9594940.jpeg
Suede Shirt Charcoal,GRS-0183,80,,82,Apparel & clothing,Kilim & Co.,Suede Shirt in charcoal,Handcrafted suede shirt finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/9594952/pexels-photo-9594952.jpeg|https://images.pexels.com/photos/35150391/pexels-photo-35150391.jpeg|https://images.pexels.com/photos/22441292/pexels-photo-22441292.jpeg|https://images.pexels.com/photos/9594940/pexels-photo-9594940.jpeg
Suede Shirt Tan,GRS-0184,80,108,85,Apparel & clothing,Kilim & Co.,Suede Shirt in tan,Handcrafted suede shirt finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/9594952/pexels-photo-9594952.jpeg|https://images.pexels.com/photos/35150391/pexels-photo-35150391.jpeg|https://images.pexels.com/photos/22441292/pexels-photo-22441292.jpeg|https://images.pexels.com/photos/9594940/pexels-photo-9594940.jpeg
Linen Dress Burgundy,GRS-0185,76,,29,Apparel & clothing,Troy Leather Co.,Linen Dress in burgundy,Handcrafted linen dress finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/29762904/pexels-photo-29762904.jpeg|https://images.pexels.com/photos/31649718/pexels-photo-31649718.jpeg|https://images.pexels.com/photos/4589213/pexels-photo-4589213.jpeg|https://images.pexels.com/photos/28232221/pexels-photo-28232221.jpeg
Linen Dress Navy,GRS-0186,76,103,78,Apparel & clothing,Troy Leather Co.,Linen Dress in navy,Handcrafted linen dress finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/29762904/pexels-photo-29762904.jpeg|https://images.pexels.com/photos/31649718/pexels-photo-31649718.jpeg|https://images.pexels.com/photos/4589213/pexels-photo-4589213.jpeg|https://images.pexels.com/photos/28232221/pexels-photo-28232221.jpeg
Linen Dress Black,GRS-0187,76,,36,Apparel & clothing,Troy Leather Co.,Linen Dress in black,Handcrafted linen dress finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/29762904/pexels-photo-29762904.jpeg|https://images.pexels.com/photos/31649718/pexels-photo-31649718.jpeg|https://images.pexels.com/photos/4589213/pexels-photo-4589213.jpeg|https://images.pexels.com/photos/28232221/pexels-photo-28232221.jpeg
Linen Dress Olive,GRS-0188,76,,78,Apparel & clothing,Troy Leather Co.,Linen Dress in olive,Handcrafted linen dress finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/29762904/pexels-photo-29762904.jpeg|https://images.pexels.com/photos/31649718/pexels-photo-31649718.jpeg|https://images.pexels.com/photos/4589213/pexels-photo-4589213.jpeg|https://images.pexels.com/photos/28232221/pexels-photo-28232221.jpeg
Linen Dress Cream,GRS-0189,76,103,26,Apparel & clothing,Troy Leather Co.,Linen Dress in cream,Handcrafted linen dress finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/29762904/pexels-photo-29762904.jpeg|https://images.pexels.com/photos/31649718/pexels-photo-31649718.jpeg|https://images.pexels.com/photos/4589213/pexels-photo-4589213.jpeg|https://images.pexels.com/photos/28232221/pexels-photo-28232221.jpeg
Linen Dress Mustard,GRS-0190,76,,99,Apparel & clothing,Troy Leather Co.,Linen Dress in mustard,Handcrafted linen dress finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/29762904/pexels-photo-29762904.jpeg|https://images.pexels.com/photos/31649718/pexels-photo-31649718.jpeg|https://images.pexels.com/photos/4589213/pexels-photo-4589213.jpeg|https://images.pexels.com/photos/28232221/pexels-photo-28232221.jpeg
Linen Dress Charcoal,GRS-0191,76,,17,Apparel & clothing,Troy Leather Co.,Linen Dress in charcoal,Handcrafted linen dress finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/29762904/pexels-photo-29762904.jpeg|https://images.pexels.com/photos/31649718/pexels-photo-31649718.jpeg|https://images.pexels.com/photos/4589213/pexels-photo-4589213.jpeg|https://images.pexels.com/photos/28232221/pexels-photo-28232221.jpeg
Linen Dress Tan,GRS-0192,76,103,65,Apparel & clothing,Troy Leather Co.,Linen Dress in tan,Handcrafted linen dress finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/29762904/pexels-photo-29762904.jpeg|https://images.pexels.com/photos/31649718/pexels-photo-31649718.jpeg|https://images.pexels.com/photos/4589213/pexels-photo-4589213.jpeg|https://images.pexels.com/photos/28232221/pexels-photo-28232221.jpeg
Denim Jacket Burgundy,GRS-0193,95,,49,Apparel & clothing,Bursa Atelier,Denim Jacket in burgundy,Handcrafted denim jacket finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/36607477/pexels-photo-36607477.jpeg|https://images.pexels.com/photos/34366695/pexels-photo-34366695.jpeg|https://images.pexels.com/photos/5524406/pexels-photo-5524406.jpeg|https://images.pexels.com/photos/32085693/pexels-photo-32085693.jpeg
Denim Jacket Navy,GRS-0194,95,128,22,Apparel & clothing,Bursa Atelier,Denim Jacket in navy,Handcrafted denim jacket finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/36607477/pexels-photo-36607477.jpeg|https://images.pexels.com/photos/34366695/pexels-photo-34366695.jpeg|https://images.pexels.com/photos/5524406/pexels-photo-5524406.jpeg|https://images.pexels.com/photos/32085693/pexels-photo-32085693.jpeg
Denim Jacket Black,GRS-0195,95,,59,Apparel & clothing,Bursa Atelier,Denim Jacket in black,Handcrafted denim jacket finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/36607477/pexels-photo-36607477.jpeg|https://images.pexels.com/photos/34366695/pexels-photo-34366695.jpeg|https://images.pexels.com/photos/5524406/pexels-photo-5524406.jpeg|https://images.pexels.com/photos/32085693/pexels-photo-32085693.jpeg
Denim Jacket Olive,GRS-0196,95,,37,Apparel & clothing,Bursa Atelier,Denim Jacket in olive,Handcrafted denim jacket finished by Anatolian artisans for everyday wear,https://images.pexels.com/photos/36607477/pexels-photo-36607477.jpeg|https://images.pexels.com/photos/34366695/pexels-photo-34366695.jpeg|https://images.pexels.com/photos/5524406/pexels-photo-5524406.jpeg|https://images.pexels.com/photos/32085693/pexels-photo-32085693.jpeg
